lid,fid,location_name,lat,lng
2133,5456,TOLEDO OH,41.69248,-83.6451
2135,5457,BRANSON MO,36.65113,-93.29056
2137,5461,HOLLAND OH,41.61195,-83.69772
2139,5463,ROSEMONT IL,42.00867,-87.88706
2141,5465,FORT WAYNE IN,41.13193,-85.15925
2143,5503,MASSILLON OH,40.76737,-81.52132
2145,5515,CINCINNATI OH,39.164,-84.42543
2147,5611,PRIMM NV,35.609273,-115.39208
2149,360001,NORTH MIAMI BEACH FL,25.92591,-80.17783
2151,360008,HOLLYWOOD FL,26.01072,-80.16298
2153,360011,MIAMI BEACH FL,25.85485,-80.12069
2155,360014,TAMPA FL,27.93555,-82.50543
2157,360015,TAMPA FL,28.03218,-82.42043
2159,360019,NORTH PALM BEACH FL,26.80811,-80.05546
2161,360022,DANIA BEACH FL,26.04861,-80.14334
2163,360030,MIAMI FL,25.77481,-80.26352
2165,360032,DEERFIELD BEACH FL,26.31078,-80.09144
2167,360041,SUNRISE FL,26.15448,-80.2568
2169,360045,KISSIMMEE FL,28.30482,-81.42218
2171,360049,COCOA FL,28.36032,-80.79111
2173,360052,LAKELAND FL,28.00102,-81.95738
2175,360063,TAMARAC FL,26.19994,-80.25274
2177,360064,ORLANDO FL,28.55346,-81.3689
2179,360072,PEMBROKE PINES FL,26.02981,-80.24824
2181,360074,ORLANDO FL,28.46272,-81.46292
2183,360075,LAKE WORTH FL,26.61803,-80.11427
2185,360078,MIAMI FL,25.7327,-80.31414
2187,360079,FT. LAUDERDALE FL,26.1656,-80.1876
2189,360082,DELAND FL,29.04991,-81.30387
2191,360084,MARGATE FL,26.27184,-80.23231
2193,360087,MIRAMAR FL,25.98114,-80.24652
2195,360088,VERO BEACH FL,27.63554,-80.38888
2197,360092,GAINESVILLE FL,29.61924,-82.33967
2199,360093,ORLANDO FL,28.45171,-81.4704
2201,360094,POMPANO BEACH FL,26.27529,-80.13545
2203,360096,BRADENTON FL,27.44426,-82.57504
2205,360101,KISSIMMEE FL,28.33355,-81.52556
2207,360102,MIAMI FL,25.70136,-80.34978
2209,360103,KISSIMMEE FL,28.33455,-81.58909
2211,360105,JACKSONVILLE FL,30.24764,-81.78002
2213,360106,JACKSONVILLE FL,30.22028,-81.58258
2215,360107,ORANGE PARK FL,30.16894,-81.74689
2217,360111,JACKSONVILLE FL,30.31467,-81.56158
2219,360114,ORLANDO FL,28.38498,-81.50661
2221,360117,LAKELAND FL,28.08672,-81.97133
2223,360121,ORLANDO FL,28.4271091,-81.469546
2227,360135,JUPITER FL,26.93491,-80.13816
2229,360136,WINTER HAVEN FL,28.0039,-81.70123
2231,360143,MIAMI FL,25.94141,-80.32071
2233,360144,VALDOSTA GA,30.81997,-83.31214
2235,360147,FORT MYERS FL,26.55554,-81.87126
2237,360154,NEW PORT RICHEY FL,28.22827,-82.73109
2239,360155,FT. LAUDERDALE FL,26.13961,-80.12058
2241,360156,ORLANDO FL,28.48634,-81.45809
2243,360157,WEST PALM BEACH FL,26.69116,-80.07237
2245,360163,MIAMI FL,25.65949,-80.32604
2247,360167,TAMPA FL,28.04984,-82.50326
2249,360170,TAMPA FL,27.95926,-82.52627
2251,360174,BRANDON FL,27.93828,-82.26339
2253,360176,GREEN ACRES FL,26.65081,-80.14768
2255,360183,TITUSVILLE FL,28.55009,-80.85414
2257,360184,MIRAMAR FL,25.97827,-80.29653
2259,360185,PORT SAINT LUCIE FL,27.31674,-80.38385
2261,360189,ST. PETERSBURG FL,27.72988,-82.67978
2263,360190,LARGO FL,27.89394,-82.74629
2265,360191,VERO BEACH FL,27.63984,-80.50861
2267,360193,NAPLES FL,26.1386,-81.78145
2269,360195,TALLAHASSEE FL,30.47031,-84.28808
2271,360199,TALLAHASSEE FL,30.42741,-84.23454
2273,360202,PORT CHARLOTTE FL,27.00719,-82.13503
2275,360204,SARASOTA FL,27.29659,-82.53105
2277,360205,CLERMONT FL,28.53304,-81.73466
2279,360206,NAPLES FL,26.2111,-81.74244
2281,360207,TRINITY FL,28.19309,-82.63703
2283,360208,HIALEAH FL,25.8678,-80.3169
2285,360211,ORLANDO FL,28.59809,-81.21868
2287,360214,BOYNTON BEACH FL,26.54435,-80.09087
2289,360215,HIALEAH FL,25.89514,-80.35153
2291,360218,TAMPA FL,28.088451,-82.456046
2293,360219,BRADENTON FL,27.49231,-82.48174
2295,360221,DAYTONA BEACH FL,29.196312,-81.068557
2297,360223,PEMBROKE PINES FL,26.027025,-80.3158
2299,2,Vesper Ave,34.226244,-118.450392
2301,460,FAYETTEVILLE GA,33.46301,-84.44949
2303,472,LILBURN GA,33.8354,-84.07566
2305,479,COLUMBIA SC,34.07903,-80.94291
2307,487,NEWPORT NEWS VA,37.08209,-76.48037
2309,490,CALHOUN GA,34.47283,-84.92144
2311,495,COLUMBIA SC,34.0459,-81.11601
2313,500,MYRTLE BEACH SC,33.67734,-78.90204
2315,528,PHILADELPHIA PA,40.09962,-75.01003
2317,548,LEXINGTON PARK MD,38.27042,-76.46047
2319,549,WALDORF MD,38.65086,-76.88229
2321,551,LAUREL MD,39.09644,-76.85087
2323,556,TOWSON MD,39.38401,-76.57792
2325,557,DUNDALK MD,39.27364,-76.50246
2327,566,ALEXANDRIA VA,38.74981,-77.08406
2329,567,GLEN ALLEN VA,37.64321,-77.56542
2331,570,FALLS CHURCH VA,38.86931,-77.1738
2333,571,RICHMOND VA,37.4994,-77.53906
2335,576,SALISBURY MD,38.41913,-75.56577
2337,581,LYNCHBURG VA,37.37511,-79.18679
2339,582,FORESTVILLE MD,38.84737,-76.88473
2341,583,COLLEGE PARK MD,39.01419,-76.92827
2343,584,MECHANICSVILLE VA,37.60992,-77.3558
2345,590,MIDLOTHIAN VA,37.42909,-77.6238
2347,593,ROANOKE VA,37.3026,-79.9572
2349,599,NORTH MYRTLE BEACH SC,33.83401,-78.67204
2351,627,SOUTH LAKE TAHOE CA,38.94966,-119.95444
2353,630,RENO NV,39.50642,-119.80323
2355,646,SPOKANE WA,47.69677,-117.41154
2357,649,SACRAMENTO CA,38.49566,-121.44992
2359,655,CONCORD CA,37.96263,-121.98535
2361,687,NEWARK CA,37.55278,-122.04767
2363,689,PETALUMA CA,38.27627,-122.6687
2365,690,SANTA ROSA CA,38.45337,-122.77007
2367,692,MERCED CA,37.31967,-120.47565
2369,696,SANTA ROSA CA,38.44987,-122.68946
2371,697,NOVATO CA,38.09027,-122.55552
2373,698,FOLSOM CA,38.66936,-121.15502
2375,712,LOS ANGELES CA,34.02848,-118.42902
2377,746,OXNARD CA,34.21978,-119.17766
2379,751,SANTA BARBARA CA,34.44335,-119.78812
2381,753,SAUGUS CA,34.41847,-118.54234
2383,758,SANTA MARIA CA,34.95167,-120.41615
2385,771,STEVENSON RANCH CA,34.38006,-118.56793
2387,772,CARSON CA,33.83137,-118.26341
2389,773,COMPTON CA,33.89625,-118.22094
2391,774,CARPINTERIA CA,34.39606,-119.51262
2393,775,SAN DIMAS CA,34.1071,-117.82468
2395,776,SAN LUIS OBISPO CA,35.26357,-120.67739
2397,777,LONG BEACH CA,33.83957,-118.18348
2399,781,SANTA BARBARA CA,34.42808,-119.71125
2401,783,SANTA CLARITA CA,34.41628,-118.46127
2403,784,CAMARILLO CA,34.2188,-119.04987
2405,791,LA VERNE CA,34.11911,-117.78062
2407,792,LOS ANGELES CA,33.98892,-118.31039
2409,823,SAN DIEGO CA,32.555,-116.9378
2411,918,HUNTINGTON BEACH CA,33.68971,-117.98828
2413,919,BARSTOW CA,34.89477,-117.00464
2415,923,CORONA CA,33.88162,-117.61191
2417,925,ONTARIO CA,34.03206,-117.59269
2419,926,PLACENTIA CA,33.87139,-117.86302
2421,938,LAGUNA NIGUEL CA,33.55513,-117.71472
2423,942,CYPRESS CA,33.83208,-118.04641
2425,951,BANNING CA,33.92527,-116.88449
2427,956,RANCHO PALOS VERDES CA,33.75123,-118.30945
2429,1255,MADISON WI,43.13015,-89.30638
2431,1284,DETROIT MI,42.33914,-83.02125
2433,1292,JOLIET IL,41.54879,-88.1253
2435,1476,AUSTIN TX,30.26524,-97.78148
2437,1554,FARMINGTON NM,36.7511,-108.15887
2439,1605,CARSON CITY NV,39.13137,-119.76966
2441,1613,LAS VEGAS NV,36.14486,-115.30109
2443,1618,HENDERSON NV,36.01675,-114.95848
2445,1701,COEUR D ALENE ID,47.69859,-116.78135
2447,1702,CHICO CA,39.72435,-121.80646
2449,1708,TRACY CA,37.75867,-121.46161
2451,1716,ROCKLIN CA,38.78038,-121.26507
2453,1719,BELMONT CA,37.52579,-122.28261
2455,1722,VISALIA CA,36.31602,-119.31422
2457,1729,WEST JORDAN UT,40.62062,-111.97966
2459,1733,IDAHO FALLS ID,43.47538,-111.98398
2461,1734,SANDY UT,40.55493,-111.89038
2463,1735,WEST VALLEY CITY UT,40.69873,-111.94699
2465,1736,LOGAN UT,41.7507,-111.83413
2467,1737,CENTERVILLE UT,40.92106,-111.88748
2469,1739,WASHINGTON UT,37.12642,-113.52273
2471,1743,RIVERDALE UT,41.17669,-112.00217
2473,1744,HOLLADAY UT,40.67253,-111.84133
2475,1745,SPRINGVILLE UT,40.1606,-111.64404
2477,1753,KENNEWICK WA,46.22635,-119.20935
2479,1754,SPOKANE WA,47.6757,-117.21031
2481,1764,LIVERMORE CA,37.69853,-121.74233
2483,1765,EMERYVILLE CA,37.83257,-122.28057
2485,1770,TWIN FALLS ID,42.59661,-114.45437
2487,1772,POCATELLO ID,42.90807,-112.46584
2491,1819,LOVELAND CO,40.40782,-104.9983
2493,1823,GREELEY CO,40.39143,-104.72512
2495,1825,CASTLE ROCK CO,39.41072,-104.86839
2497,1828,LITTLETON CO,39.58017,-105.13862
2499,1831,HIGHLANDS RANCH CO,39.54278,-104.94171
2501,1833,PARKER CO,39.5126,-104.76488
2503,1834,FORT COLLINS CO,40.52313,-105.05186
2505,1837,GRAND JUNCTION CO,39.09047,-108.60481
2507,1937,DECATUR TX,33.22948,-97.5929
2509,1948,FLOWER MOUND TX,33.019922,-97.070186
2511,2020,CAPITOL HEIGHTS MD,38.89045,-76.84972
2513,2026,PASCO WA,46.27276,-119.18402
2515,2029,LOGANVILLE GA,33.84425,-83.90786
2517,2031,OAKDALE MN,44.96391,-92.9503
2519,2046,O' FALLON IL,38.59282,-89.93792
2521,2047,EVERETT WA,47.96822,-122.20165
2523,2056,ALBANY GA,31.62451,-84.21639
2525,2057,ZION CROSSROADS VA,37.97953,-78.21408
2527,2058,SPRING LAKE NC,35.18752,-78.9846
2529,2063,LA PLATA MD,38.5561,-76.98409
2531,2068,ELLENSBURG WA,47.008136,-120.589035
2533,2071,SUPERIOR CO,39.95785,-105.17053
2535,2074,WENTZVILLE MO,38.80932,-90.87035
2537,2081,LANSING KS,39.25681,-94.89955
2539,2089,MADISON WI,43.07427,-89.43732
2541,2095,RAYTOWN MO,38.98652,-94.4638
2543,2096,EDGEWOOD MD,39.43498,-76.31976
2545,2098,GLEN CARBON IL,38.76799,-89.95664
2547,2103,ALTON IL,38.921337,-90.1765174
2549,2108,DODGE CITY KS,37.7535155,-100.03195
2551,2113,GREENBELT MD,38.993774,-76.8798
2553,2117,EMPORIA KS,38.422973,-96.21857
2555,2121,ROSEDALE MD,39.334005,-76.486775
2557,2125,HOOVER AL,33.361838,-86.827708
2559,2127,NEWARK DE,39.706493,-75.684246
2561,2129,SILVERDALE WA,47.650805,-122.69194
2563,2142,FINDLAY OH,41.05413,-83.60066
2565,2144,"Wichita, KS",37.737182,-97.46249
2567,3002,HICKORY CREEK TX,33.12889,-97.03958
2569,3004,ENNIS TX,32.33307,-96.61567
2571,3008,MONTGOMERY TX,30.35952,-95.59671
2573,3011,TERRELL TX,32.70139,-96.27779
2575,3013,GEORGETOWN TX,30.64185,-97.68915
2577,3015,CYPRESS TX,29.97385,-95.70356
2579,3019,HIGHLAND VILLAGE TX,33.0738,-97.07755
2581,3033,LAKE HAVASU CITY AZ,34.47503,-114.34816
2583,3036,KINGMAN AZ,35.22724,-114.03599
2585,3037,LAS VEGAS NV,36.19106,-115.30626
2587,3044,RAPID CITY SD,44.10813,-103.22274
2589,3045,EVANSVILLE WY,42.85614,-106.26978
2591,3046,HELENA MT,46.61428,-112.00538
2593,3049,DUARTE CA,34.13303,-117.98455
2595,3051,BOZEMAN MT,45.69625,-111.06318
2597,3053,MISSOULA MT,46.90372,-114.03849
2599,3063,FOSTER CITY CA,37.5626,-122.27058
2601,3069,CEDAR CITY UT,37.68137,-113.07579
2603,3075,KALISPELL MT,48.23859,-114.32942
2605,3077,DAWSONVILLE GA,34.35387,-84.04517
2607,3091,ROCK SPRINGS WY,41.57901,-109.24923
2609,3093,WHITTIER CA,33.94634,-117.99938
2611,3094,CITY OF INDUSTRY CA,33.99647,-117.90585
2613,3109,WILLOUGHBY OH,41.626528,-81.43903
2615,3110,YPSILANTI MI,42.23176,-83.67688
2617,3111,RENO NV,39.44144,-119.77048
2619,3122,RIVERTON UT,40.50734,-111.98121
2621,3125,PLOVER WI,44.45237,-89.52244
2623,3126,FORT OGLETHORPE GA,34.94735,-85.23137
2625,3128,SEAFORD DE,38.66417,-75.5941
2627,3130,HESPERIA CA,34.42638,-117.37491
2629,3148,FOLSOM CA,38.64552,-121.11691
2631,3169,BELLINGHAM WA,48.78994,-122.49623
2633,3170,CLEVELAND OH,41.45914,-81.6905
2635,3174,BULLHEAD CITY AZ,35.17022,-114.56566
2637,3177,COLUMBUS GA,32.55233,-84.94682
2639,3178,SPARKS NV,39.57786,-119.74
2641,3179,TULARE CA,36.22503,-119.33345
2643,3180,KNIGHTDALE NC,35.79743,-78.50546
2645,3181,APEX NC,35.74658,-78.87664
2647,3191,ATHENS GA,33.92094,-83.44187
2649,3192,OLATHE KS,38.85152,-94.81659
2651,3197,JUNCTION CITY KS,39.01462,-96.82477
2653,3216,TORRANCE CA,33.80191,-118.32862
2655,3217,HANFORD CA,36.3249,-119.65535
2657,3221,WASHINGTON DC,38.84607,-76.98265
2659,3231,PRATTVILLE AL,32.45921,-86.39867
2661,3240,BRIGHTON MI,42.54633,-83.79186
2663,3242,SUMMERVILLE SC,32.95187,-80.16058
2665,3243,HEMET CA,33.74898,-117.00612
2667,3244,LAS VEGAS NV,36.24088,-115.05793
2669,3245,DINUBA CA,36.54544,-119.40262
2671,3266,MONROE GA,33.79969,-83.74675
2673,3268,WAUSAU WI,44.932843,-89.661915
2675,3270,PEACHTREE CITY GA,33.39849,-84.59585
2677,3274,CAPITOLA CA,36.97272,-121.96516
2679,3276,COVINGTON WA,47.35838,-122.09801
2681,3290,GOLDSBORO NC,35.38007,-77.93273
2683,3294,MILPITAS CA,37.43398,-121.89333
2685,3297,BEAR DE,39.60817,-75.71042
2687,3304,EAST PEORIA IL,40.67091,-89.57885
2689,3307,CARY NC,35.76138,-78.78268
2691,3311,WEST SACRAMENTO CA,38.59004,-121.54942
2693,3312,EL CERRITO CA,37.92383,-122.31787
2695,3314,LIBERTY MO,39.24684,-94.45313
2697,3323,WALNUT CREEK CA,37.9273,-122.06118
2699,3331,RALEIGH NC,35.88192,-78.64672
2701,3342,PRINCE FREDERICK MD,38.55209,-76.59555
2703,3347,LOS ANGELES CA,34.04008,-118.4633
2705,3352,PICAYUNE MS,30.5185,-89.6656
2707,3364,BOWLING GREEN KY,36.939115,-86.419341
2709,3366,COLUMBUS GA,32.53587,-84.87748
2711,3372,BOUTTE LA,29.89112,-90.40784
2713,3377,OVERLAND PARK KS,38.96407,-94.66752
2715,3411,SULPHUR SPRINGS TX,33.1195545,-95.594968
2717,3412,LINDALE TX,32.469101,-95.387717
2719,3427,NASHVILLE TN,36.15087,-86.80495
2721,3439,LUMBERTON NC,34.658746,-79.008806
2723,3440,PUYALLUP WA,47.13497,-122.29247
2725,3443,ELIZABETHTOWN KY,37.7406493,-85.8903667
2727,3454,DEMING NM,32.269582,-107.74987
2729,3458,PORT HUENEME CA,34.176093,-119.22119
2731,3466,RICHMOND KY,37.736814,-84.325856
2733,3502,CLARKSVILLE TN,36.51444,-87.315994
2735,3513,CAPE GIRARDEAU MO,37.304073,-89.554564
2737,3514,"Cañon City, CO",38.447649,-105.1818
2739,3563,LIBERAL KS,37.068773,-100.922102
2741,3565,HAMMOND IN,41.692705,-87.519765
2743,3604,"Olney, MD",39.1535,-77.0633
2745,4409,GAINESVILLE GA,34.29653,-83.82876
2747,4419,CUMMING GA,34.18123,-84.13136
2749,4421,N. CHARLESTON SC,32.93357,-80.0493
2751,4430,ROCK HILL SC,34.97687,-80.98345
2753,4434,GARNER NC,35.72162,-78.64207
2755,4446,SUMMERVILLE SC,33.03525,-80.15786
2757,4471,COLLIERVILLE TN,35.04592,-89.69756
2759,4473,COOKEVILLE TN,36.13867,-85.50622
2761,4479,BUFORD GA,34.09114,-84.00055
2763,4500,CHARLOTTE NC,35.30417,-80.75017
2765,4504,CLINTON MD,38.76875,-76.8865
2767,4507,CHESTER VA,37.35971,-77.41566
2769,4509,SPRINGFIELD VA,38.76382,-77.15305
2773,4619,BROOKLYN NY,40.62625,-73.91758
2775,4780,DOVER DE,39.15767,-75.5086
2777,5315,LIVONIA MI,42.3859,-83.33323
2779,5317,O' FALLON MO,38.78239,-90.69922
2781,5324,SAINT LOUIS MO,38.76871,-90.26351
2783,5328,SAINT PETERS MO,38.79156,-90.56213
2785,5412,PEORIA IL,40.749,-89.63331
2787,5420,DUBUQUE IA,42.50263,-90.72183
2789,5421,CEDAR RAPIDS IA,41.95321,-91.71552
2791,5422,BROWN DEER WI,43.17737,-88.01036
2793,5428,GREEN BAY WI,44.4856,-88.06727
2795,5430,LIMA OH,40.76939,-84.16434
2797,5438,ANKENY IA,41.70625,-93.58177
2801,5450,PERRYSBURG OH,41.54436,-83.59079
2803,5455,OSHKOSH WI,44.00603,-88.58149
2805,5462,BEDFORD OH,41.40816,-81.52537
2807,5504,WARREN OH,41.21657,-80.74116
2809,5505,AVON OH,41.46105,-82.01423
2811,5506,BOARDMAN OH,41.02383,-80.63821
2813,5507,ELYRIA OH,41.38856,-82.10491
2815,5510,CLEVELAND OH,41.41886,-81.76074
2817,360050,ORMOND BEACH FL,29.28717,-81.03831
2819,360059,COCOA BEACH FL,28.35412,-80.60897
2821,360067,POMPANO BEACH FL,26.21328,-80.15661
2823,360071,ST. PETE BEACH FL,27.72464,-82.74075
2825,360077,KISSIMMEE FL,28.33235,-81.49108
2827,360081,ORLANDO FL,28.53347,-81.31007
2829,360083,STUART FL,27.18557,-80.24381
2831,360089,PUNTA GORDA FL,26.92489,-82.04768
2833,360097,SARASOTA FL,27.34834,-82.53079
2837,360123,OCALA FL,29.1772,-82.14072
2839,360128,SEBRING FL,27.48923,-81.48229
2841,360139,ORLANDO FL,28.60612,-81.40135
2843,360145,MIAMI FL,25.5911,-80.35862
2845,360150,NORTH FORT MYERS FL,26.65871,-81.88368
2847,360152,BONITA SPRINGS FL,26.34437,-81.80661
2849,360153,PEMBROKE PINES FL,26.00918,-80.39211
2853,360166,KENDALL FL,25.72891,-80.43008
2855,360169,SPRINGHILL FL,28.48639,-82.60296
2857,360171,WEST PALM BEACH FL,26.70351,-80.11087
2861,360177,SANFORD FL,28.76734,-81.28275
2863,360178,DEBARY FL,28.87169,-81.28615
2865,360179,ST. AUGUSTINE FL,29.92066,-81.41489
2867,360181,FLEMING ISLAND FL,30.09696,-81.70794
2869,360194,OCALA FL,29.06099,-82.27501
2871,360196,STARKE FL,29.93281,-82.11568
2873,360198,KINGSLAND GA,30.79186,-81.66581
2875,360201,THE VILLAGES FL,28.92769,-82.01453
2877,360203,ST. CLOUD FL,28.25038,-81.31296
2879,360210,DELRAY BEACH FL,26.44246,-80.07009
2881,360212,CLEARWATER FL,28.04707,-82.73906
2883,360216,SANFORD FL,28.8106,-81.33621
2885,360217,NORTH MIAMI FL,25.89478,-80.16175
2887,360220,EUSTIS FL,28.82281,-81.68554
2889,360224,ORLANDO FL,28.456647,-81.311177
2891,360226,THOMASVILLE GA,30.836791,-83.942004
2893,447,HATTIESBURG MS,31.32444,-89.33335
2895,506,TAKOMA PARK MD,38.98406,-76.98785
2897,522,WHEATON MD,39.04085,-77.05282
2899,659,FRESNO CA,36.80859,-119.85397
2903,1399,MESQUITE TX,32.76868,-96.62538
2905,1406,WICHITA FALLS TX,33.90541,-98.4979
2907,1410,EULESS TX,32.83676,-97.12065
2909,1465,FORT WORTH TX,32.68222,-97.41251
2911,1481,SHREVEPORT LA,32.45017,-93.86159
2913,1901,WAXAHACHIE TX,32.41857,-96.84002
2915,2010,FREDERICK MD,39.3765,-77.41283
2917,2015,NEWPORT NEWS VA,37.15246,-76.55507
2919,3333,DEKALB IL,41.93244,-88.77358
2921,3476,CANTON MI,42.325063,-83.477742
2925,3598,"MISSOURI CITY, TX",29.5384,-95.5316
2927,5622,NORFOLK NE,42.01130295,-97.42761993
2929,5623,OKMULGEE OK,35.63592911,-95.96276093
2931,5627,"Circleville, OH",39.55692673,-82.95828247
2933,5628,GREENUP IL,39.25304413,-88.15216064
2935,5632,"S. Jacksonville (Nt), IL",39.72299957,-90.16729736
2937,5634,"Lexington, VA",37.830193,-79.376946
2939,360186,PLANTATION FL,26.12144,-80.20154
2965,560,NEW CASTLE DE,39.67243,-75.59706
2967,586,WARRINGTON PA,40.21586,-75.14012
2969,691,MADERA CA,36.9751,-120.08352
2971,769,FILLMORE CA,34.39586,-118.91846
2973,1651,KAHULUI  MAUI HI,20.892095,-156.46512
2975,1706,GRASS VALLEY CA,39.20202,-121.06249
2977,1829,CHEYENNE WY,41.16061,-104.79343
2979,2054,OZONE PARK NY,40.68132,-73.84127
2981,2146,"Delano, CA",35.747172,-119.249928
2983,2147,"Catonsville, MD",39.2893,-76.7231
2985,2150,"Taos, NM",36.389,-105.584
2987,3105,SHELBY NC,35.27444,-81.53102
2989,3262,NEW CARROLLTON MD,38.9589,-76.86844
2995,3535,HALETHORPE MD,39.2504,-76.6685
2997,3556,"Owings Mills, MD",39.424983,-76.779139
2999,3584,"Aurora, CO",39.7401,-104.8283
3001,3591,"Detroit, MI (Millender Center IHOP)",42.330536,-83.041684
3003,3592,"Jackson, MI",42.264032,-84.422875
3005,3605,"Eldersburg, MD",39.4096,-76.9495
3007,3608,"Honolulu, Hawaii",21.335565,157.914496
3009,3613,"Glen Mills, PA",39.883586,-75.527781
3011,3614,"Wilkes Barre, PA",41.250597,-75.843113
3013,3620,"King George, VA",38.34978,-77.05781
3015,3624,PAYSON UT,40.0324,-111.7546
3017,3626,"Exton, PA",40.02349,-75.65035
3019,3628,"Santa Ana, CA",33.715007,-117.885138
3021,3631,"Riverhead, NY",40.926,-72.6958
3023,3644,"Ewa Beach, HI",21.334176,-158.024491
3025,4000,IHOP,43.088756,-79.122233
3027,4001,IHOP,43.081905,-79.082897
3029,4002,IHOP,43.087153,-79.085098
3031,4004,IHOP,53.474385,-113.494336
3033,4005,IHOP,49.674181,-112.801642
3035,4006,IHOP,50.904662,-114.065796
3037,4007,IHOP,53.614576,-113.541854
3039,4008,IHOP,43.091758,-79.075063
3041,4009,IHOP,43.084795,-79.083443
3043,4012,IHOP,50.00432,-110.643751
3045,4014,IHOP,53.423237,-113.420042
3047,4633,HUNTINGTON STATION NY,40.81904,-73.41269
3049,4634,BRONX NY,40.88995,-73.81942
3051,5425,DAVENPORT IA,41.57441,-90.52912
3053,5431,BROOKLYN CENTER MN,45.05747,-93.32208
3055,5501,PHILADELPHIA PA,39.99218,-75.09995
3057,5601,WOODHAVEN MI,42.13708,-83.23944
3061,5608,RICHMOND VA,37.54892,-77.45033
3063,5617,WHITE HOUSE TN,36.46900177,-86.68299866
3065,5618,SIDNEY NE,41.109434,-102.950365
3067,5620,RICHARDSON TX,32.99045,-96.750354
3069,5624,BLYTHEVILLE AR,35.885917,-89.917812
3071,5625,SKIPPERS VA,36.604788,-77.562911
3073,5626,DALLAS TX,32.890359,-97.036623
3075,5630,"Davis, OK",34.509153,-97.172772
3083,9206,DUBAI,25.258168,55.304716
3087,9234,"Jeddah, KSA",21.627773,39.111186
3089,9241,"Riyadh, Saudi Arabia",24.74373,46.657713
3091,9242,"Riyadh, Saudi Arabia",24.783963,46.699716
3095,360233,"Palm Coast, FL",29.54926,-81.23002
3097,360235,"Lake Wales, FL",27.96138,-81.622932
3099,496,LEESBURG VA,39.11499,-77.53886
3101,580,STERLING VA,39.01757,-77.37597
3103,1447,GALVESTON TX,29.27119,-94.81943
3105,1491,JONESBORO AR,35.81527,-90.67845
3107,1933,NORTH LITTLE ROCK AR,34.79347,-92.22294
3109,1938,EL PASO TX,31.72668,-106.30337
3111,1943,CONWAY AR,35.10906,-92.44133
3113,1944,LITTLE ROCK AR,34.74661,-92.40333
3115,2106,D'IBERVILLE MS,30.45559,-88.88674
3117,3067,FAYETTEVILLE AR,36.07788,-94.2043
3119,3119,METAIRIE LA,29.99649,-90.15929
3121,3138,SACRAMENTO CA,38.65454,-121.52758
3123,3275,SPRINGFIELD IL,39.75672,-89.73058
3125,3362,CARLSBAD NM,32.39137,-104.22036
3127,3379,PORTLAND TX,27.892138,-97.309642
3129,3460,GAMBRILLS MD,39.03934,-76.673187
3131,3596,"Lexington, KY",38.004744,-84.519681
3133,4426,MEMPHIS TN,35.13491,-89.99295
3135,5410,URBANDALE IA,41.62974,-93.70385
3137,5513,CINCINNATI OH,39.07307,-84.35146
3139,5514,MILFORD OH,39.18784,-84.25938
3141,5516,FOREST PARK OH,39.302,-84.52491
3143,5518,WEST CHESTER OH,39.35407,-84.36523
3145,5520,FLORENCE KY,39.00936,-84.64924
3147,5521,CINCINNATI OH,39.24507,-84.59478
3149,5614,"ATLANTA, GA",33.641086,-84.444526
3151,360031,KEY WEST FL,24.57127,-81.76253
3153,360043,DAYTONA BEACH FL,29.23353,-81.01171
3155,360054,HOMESTEAD FL,25.46632,-80.47381
3157,360080,FT. LAUDERDALE FL,26.10596,-80.1373
3161,360130,MIAMI FL,25.6866,-80.40101
3163,360165,WILDWOOD FL,28.87422,-82.09776
3165,436,LITTLE ROCK AR,34.75244,-92.34082
3167,555,NOTTINGHAM MD,39.37359,-76.50911
3169,694,SACRAMENTO CA,38.66125,-121.35136
3171,954,HUNTINGTON BEACH CA,33.65866,-118.00023
3173,1707,ELK GROVE CA,38.42497,-121.39147
3175,1726,SACRAMENTO CA,38.55872,-121.33569
3177,1760,SACRAMENTO CA,38.48165,-121.50454
3179,1814,ARVADA CO,39.79276,-105.07972
3183,3073,BRIGHTON CO,39.9706,-104.8179
3185,3078,REHOBOTH BEACH DE,38.71641,-75.11131
3187,3090,SEARCY AR,35.24937,-91.68706
3189,3121,BENTON AR,34.58234,-92.57468
3191,3129,ASHBURN VA,39.022163,-77.478577
3193,3193,RUSSELLVILLE AR,35.30266,-93.13148
3195,3260,BRYANT AR,34.62143,-92.50056
3197,3278,WESTMINSTER MD,39.58973,-77.01095
3199,3281,WINCHESTER VA,39.19186,-78.20668
3201,3318,NORTH LITTLE ROCK AR,34.82737,-92.38764
3203,3384,FREDERICK MD,39.4071511,-77.104457
3205,3436,MOUNT AIRY MD,39.367672,-77.144921
3207,3463,BEL AIR MD,39.526986,-76.353345
3209,3578,"Charleston, SC",32.780626,-79.92746
3211,4013,IHOP,53.554668,-113.614538
3213,4015,IHOP,53.513165,-113.321786
3215,4016,IHOP,49.842603,-97.211266
3217,4017,IHOP,43.110502,-79.060652
3219,4018,IHOP,43.078822,-79.081896
3221,4490,MOBILE AL,30.59763,-88.16635
3223,5434,GRAND CHUTE WI,44.27271,-88.46765
3225,5519,CINCINNATI OH,39.19936,-84.37618
3227,5522,MASON OH,39.31097,-84.31455
3229,5631,"Thackerville, OK",33.757806,-97.132036
3237,9231,Saudi Arabia,24.752463,46.625475
3241,360035,DAYTONA BEACH FL,29.1954,-80.99308
